RowID,State,CoC Name,CoC ID,HUD CoC Number,Year,Organization Name,Program Name,Program Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,Mc Kinney-Vento,Beds for Households With Children,Units for Households With Children,Beds for Households Without Children,Beds for Households With Only Children,Total Year Round Beds,Chronically Homeless Beds,HMIS Beds for Households With Children,HMIS Beds for Households Without Children,HMIS Beds for Households With Only Children,Domestic Violence Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow and Voucher Beds,HMIS Overflow and Voucher Beds,PIT Count,Total Beds
111857,AL,Alabama Balance of State CoC,1380,AL-507,2012,East Central Mental Health,Spring Manor Behavioral,TH,F,019109,C,SMF,NA,FALSE,,,13,,13,,,0,,,,,,,,,13,13
121897,AL,Alabama Balance of State CoC,1380,AL-507,2012,Grace Applied Ministries,Grace Applied Ministries,ES,F,010624,N,SM,NA,FALSE,,,15,,15,,,,,,,,,,,,12,15
111909,AL,Alabama Balance of State CoC,1380,AL-507,2012,Ground Zero Rescue,Ground Zero,ES,F,019031,N,HC,NA,FALSE,12,3,,,12,,0,,,,,,,,,,10,12
111836,AL,Alabama Balance of State CoC,1380,AL-507,2012,Harriet's House,Harriet's House,ES,F,019091,C,SMHC,DV,TRUE,12,3,2,,14,,,,,14,0,0,,,0,,4,14
111837,AL,Alabama Balance of State CoC,1380,AL-507,2012,His Place,His Place I,ES,F,011740,C,SMF+HC,NA,FALSE,12,5,22,,34,,0,0,,,0,0,,,1,,34,35
131777,AL,Alabama Balance of State CoC,1380,AL-507,2012,His Place,His Place II,ES,F,011740,C,SMF,NA,FALSE,,,28,,28,,,0,,,,,,,,,28,28
111904,AL,Alabama Balance of State CoC,1380,AL-507,2012,His Place,His Place Permanent Housing,PSH,,011740,C,SMF,NA,FALSE,,,25,,25,5,,,,,,,,,,,25,25
111838,AL,Alabama Balance of State CoC,1380,AL-507,2012,House of Restoration,House of Restoration,ES,F,019113,C,SMF+HC,NA,FALSE,33,20,62,,95,,10,20,,,0,0,,,0,,87,95
111885,AL,Alabama Balance of State CoC,1380,AL-507,2012,Indian Rivers,Ollie Mae Lewis FH,PSH,,019107,C,SMF,NA,FALSE,,,5,,5,0,,0,,,,,,,,,5,5
111886,AL,Alabama Balance of State CoC,1380,AL-507,2012,JBS,Oneonta Home ARCH,PSH,,019009,C,SMF,NA,FALSE,,,10,,10,0,,0,,,,,,,,,10,10
111839,AL,Alabama Balance of State CoC,1380,AL-507,2012,LaFayette Shelter,LaFayette Shelter,ES,F,019017,C,HC,NA,FALSE,15,6,,,15,,0,,,,0,0,,,0,,14,15
111840,AL,Alabama Balance of State CoC,1380,AL-507,2012,Marshall Co. CADV,Kelley's Rainbow,ES,F,019095,C,SFHC,DV,FALSE,16,4,4,,20,,,,,20,0,0,,,0,,17,20
111858,AL,Alabama Balance of State CoC,1380,AL-507,2012,Marshall County Home Place,Home Place,TH,F,019095,C,SMF+HC,NA,FALSE,3,2,2,,5,,3,2,,,,,,,,,5,5
111890,AL,Alabama Balance of State CoC,1380,AL-507,2012,Mountain Lakes,Dogwood Place,PSH,,019095,C,SMF,NA,FALSE,,,8,,8,0,,0,,,,,,,,,8,8
111889,AL,Alabama Balance of State CoC,1380,AL-507,2012,Mountain Lakes,Judy Haymon,PSH,,019095,C,SMF,NA,FALSE,,,14,,14,1,,0,,,,,,,,,13,14
111887,AL,Alabama Balance of State CoC,1380,AL-507,2012,Mountain Lakes,Mountain Lakes GH,PSH,,019075,C,SMF,NA,FALSE,,,12,,12,0,,0,,,,,,,,,11,12
111859,AL,Alabama Balance of State CoC,1380,AL-507,2012,Mountain Lakes,Mountain Lakes RFC,TH,F,019071,C,SMF,NA,FALSE,,,12,,12,,,0,,,,,,,,,12,12
111888,AL,Alabama Balance of State CoC,1380,AL-507,2012,Mountain Lakes,Veronica's House,PSH,,019071,C,SMF,NA,FALSE,,,14,,14,2,,0,,,,,,,,,12,14
111891,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest,Berry Manor Apts.,PSH,,019057,C,SMF,NA,FALSE,,,18,,18,0,,0,,,,,,,,,16,18
111892,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest,Faye Hogge Home,PSH,,019127,C,SMF,NA,FALSE,,,7,,7,0,,0,,,,,,,,,7,7
111893,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest,Pathway,PSH,,019075,C,SMF,NA,FALSE,,,6,,6,0,,0,,,,,,,,,6,6
111894,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest,Spring Hill,PSH,,019057,C,SMF,NA,FALSE,,,10,,10,0,,0,,,,,,,,,9,10
111895,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest,Sunburst Apartments,PSH,,019127,C,SMF,NA,FALSE,,,14,,14,0,,0,,,,,,,,,14,14
111860,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest Mental Health,Cheatham-Williams,TH,F,019127,C,SMF,NA,FALSE,,,12,,12,,,0,,,,,,,,,12,12
111861,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest Mental Health,Discovery,TH,F,019075,C,SMF,NA,FALSE,,,15,,15,,,0,,,,,,,,,15,15
111862,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest Mental Health,Highlands,TH,F,019057,C,SMF,NA,FALSE,,,13,,13,,,0,,,,,,,,,12,13
111863,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest Mental Health,Hope,TH,F,019075,C,SMF,,FALSE,,,28,,28,,,0,,,,,,,,,25,28
111864,AL,Alabama Balance of State CoC,1380,AL-507,2012,Northwest Mental Health,Lakeside,TH,F,019127,C,SMF,NA,FALSE,,,13,,13,,,0,,,,,,,,,13,13
121827,AL,Alabama Balance of State CoC,1380,AL-507,2012,Opportunity House,Opportunity House,ES,F,019039,C,SMF+HC,DV,FALSE,8,3,2,,10,,,,,10,,,,,,,1,10
111902,AL,Alabama Balance of State CoC,1380,AL-507,2012,"Outreach Ministries, Inc.",Angel's Gate,ES,F,010624,N,SFHC,NA,FALSE,10,3,1,,11,,,,,,,,,,,,9,11
111905,AL,Alabama Balance of State CoC,1380,AL-507,2012,"Outreach Ministries, Inc.",Angel's Gate,ES,F,010624,C,SFHC,NA,FALSE,10,3,,,10,,,,,,,,,,,,10,10
111901,AL,Alabama Balance of State CoC,1380,AL-507,2012,"Outreach Ministries, Inc.",The ARK,ES,F,010624,N,SM,NA,FALSE,,,50,,50,,,,,,,,,,,,47,50
111841,AL,Alabama Balance of State CoC,1380,AL-507,2012,SABRA Sanctuary,SABRA Sanctuary,ES,F,019047,C,SFHC,DV,FALSE,6,3,3,,9,,,,,9,0,0,,,0,,0,9
111865,AL,Alabama Balance of State CoC,1380,AL-507,2012,South Central,Therapeutic GH,TH,F,019039,C,SMF,NA,FALSE,,,16,,16,,,0,,,,,,,,,16,16
111866,AL,Alabama Balance of State CoC,1380,AL-507,2012,Southeast Intervention Group,Herring House,TH,F,010624,C,SM,NA,FALSE,,,20,,20,,,0,,,,,,,,,20,20
111903,AL,Alabama Balance of State CoC,1380,AL-507,2012,"Southside Church of Christ Centers, Inc.",DBA Southside Personal Care Facility,ES,F,019081,C,SMF,NA,FALSE,,,14,,14,,,,,,,,,,,,12,14
111896,AL,Alabama Balance of State CoC,1380,AL-507,2012,Southwest,Pine View Apts.,PSH,,019053,C,SMF,NA,FALSE,,,24,,24,2,,0,,,,,,,,,24,24
111867,AL,Alabama Balance of State CoC,1380,AL-507,2012,Southwest Mental Health,Clarke Place,TH,F,019025,C,SMF,NA,FALSE,,,12,,12,,,0,,,,,,,,,12,12
111868,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Cottonwood Care,TH,F,019069,C,SMF,NA,FALSE,,,16,,16,,,0,,,,,,,,,16,16
111897,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Dusy St. FH,PSH,,019069,C,SMF,NA,FALSE,,,9,,9,0,,0,,,,,,,,,9,9
111898,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Kornegay St. FH,PSH,,019069,C,SMF,NA,FALSE,,,8,,8,0,,0,,,,,,,,,8,8
111899,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Lena St. FH,PSH,,019069,C,SMF,NA,FALSE,,,10,,10,1,,0,,,,,,,,,10,10
111869,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Middleton Home,TH,F,019069,C,SMF,NA,FALSE,,,13,,13,,,0,,,,,,,,,12,13
111870,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Our House,TH,F,019069,C,SMF,NA,FALSE,,,16,,16,,,0,,,,,,,,,14,16
111871,AL,Alabama Balance of State CoC,1380,AL-507,2012,Spectracare,Webb 1&2,TH,F,019069,C,SMF,NA,FALSE,,,32,,32,,,0,,,,,,,,,30,32
111842,AL,Alabama Balance of State CoC,1380,AL-507,2012,The House of Ruth Inc.,The House of Ruth,ES,F,010624,C,SFHC,DV,FALSE,16,6,6,,22,,,,,22,0,0,,,0,,17,22
111843,AL,Alabama Balance of State CoC,1380,AL-507,2012,Victim Services Cullman,Harbor House,ES,F,019043,C,SFHC,DV,FALSE,15,5,7,,22,,,,,22,0,0,,,0,,18,22
111912,AL,Alabama Balance of State CoC,1380,AL-507,2012,Walker County Coalition for the Homeless,Walker County Coalition for the Homeless,ES,V,019127,U,SMF+HC,NA,FALSE,,,,,0,,,,,,20,,7/6/12 0:00,9/1/12 0:00,,,,0
111900,AL,Alabama Balance of State CoC,1380,AL-507,2012,West Alabama Mental Health,Supportive Housing,PSH,,019091,C,SMF,NA,FALSE,,,16,,16,2,,0,,,,,,,,,16,16
130015,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,AIDS Alabama,FAMILY PLACES,PSH,,010228,C,HC,HIV,TRUE,23,5,,,23,0,23,,,,,,,,,,14,23
130066,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,AIDS Alabama,Rapid Rehousing,HPRP,,010228,C,SMF+HC,,FALSE,2,1,,,2,,2,,,,,,,,,,2,2
130029,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,AIDS Alabama,The Rectory,TH,F,010228,C,SMF,HIV,TRUE,,,11,,11,,,11,,,,,,,,,10,11
130056,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,AIDS Alabama,TRANSITIONAL,TH,F,010228,C,SMF+HC,HIV,TRUE,12,3,21,,33,,12,21,,,,,,,,,24,33
130046,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Aletheia House,First Step Transitional,TH,F,010228,C,SMF,,FALSE,,,40,,40,,,0,,,,,,,,,34,40
130060,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Aletheia House,TH for SA Men (HUD Men),TH,F,010228,C,SM,,TRUE,,,18,,18,,,18,,,,,,,,,13,18
130032,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Aletheia House,TH for SA Vets,TH,F,010228,C,SM,VET,FALSE,,,30,,30,,,0,,,,,,,,,27,30
130048,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Aletheia House,TH for SA Women with Children (HUD Fam),TH,F,010228,C,HC,,TRUE,80,30,,,80,,80,,,,,,,,,,81,80
130026,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Bethany Home,TH for Women,TH,F,010228,C,SF,,FALSE,,,8,,8,,,0,,,,,,,,,7,8
130021,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Birmingham Health Care,SRO-Goldwire,PSH,,010228,C,SMF,,TRUE,,,18,,18,14,,18,,,,,,,,,11,18
130022,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Birmingham Health Care,SRO-The Lighthouse Project,PSH,,010228,C,SMF,,TRUE,,,48,,48,38,,48,,,,,,,,,45,48
130057,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Birmingham Hospitality Network,Family Shelter,ES,O,010228,C,HC,,FALSE,14,3,,,14,,14,,,,0,0,,,0,,15,14
130061,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Bridge Ministries,Vouchers,ES,V,010228,C,HC,,FALSE,1,1,,,1,,1,,,,0,0,,,,,0,1
130031,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Brother Bryan,TH for Men,TH,F,010228,C,SM,,FALSE,,,66,,66,,,0,,,,,,,,,58,66
130064,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Changed Lives Christian Center,CLCC Transitional for Men,TH,F,010228,N,SM,,FALSE,,,26,,26,,,26,,,,,,,,,26,26
130051,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Family Connection,Youth Shelter Services,ES,F,019117,C,YMF,,FALSE,,,,18,18,,,,18,,0,0,,,0,,5,18
130071,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Fellowship House,HCHV-RT- Fellowship House,ES,F,010228,C,SMF,VET,FALSE,,,2,,2,,,0,,,,,,,,,2,2
130014,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,First Light Inc.,Emergency Shelter,ES,F,010228,C,SFHC,,TRUE,2,1,36,,38,,2,36,,,0,0,,,15,15,52,53
130052,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,First Light Inc.,Permanent Supportive Housing for Chronically Homeless Women (Bessemer HUD),PSH,,010216,C,SF,,TRUE,,,10,,10,10,,10,,,,,,,,,10,10
130018,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,First Light Inc.,Permanent Supportive Housing Program for Women with Disabilities,PSH,,010228,C,SF,,TRUE,,,9,,9,6,,9,,,,,,,,,9,9
130070,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Great Expectations Millennium Ministry,HCHV-RT-GEMMS,ES,F,010228,C,SM,VET,FALSE,,,8,,8,,,0,,,,,,,,,5,8
130074,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Hsg. Auth of Bessemer,VASH- Bessemer Hsg Auth,PSH,,010216,C,SMF+HC,VET,FALSE,29,11,59,,88,,0,0,,,,,,,,,60,88
130069,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Hsg. Auth of Birmingham District,VASH-B'ham Hsg Authority,PSH,,010228,C,SMF+HC,VET,FALSE,44,13,142,,186,,0,0,,,,,,,,,168,186
130068,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,JCCEO,Adeca Rapid Rehousing,HPRP,,010228,C,HC,,FALSE,13,5,,,13,,13,,,,,,,,,,13,13
130067,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,JCCEO,City of Birmingham Rapid Rehousing,HPRP,,010228,C,HC,,FALSE,25,11,,,25,,25,,,,,,,,,,25,25
130065,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Jefferson County,Rapid Rehousing,HPRP,,010228,C,HC,,FALSE,11,7,,,11,,11,,,,,,,,,,11,11
130058,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Jefferson County Housing Authority,Shelter Plus Care (Big One),PSH,,019073,C,SMF+HC,,TRUE,569,165,245,,814,60,569,245,,,,,,,,,771,814
130043,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Jefferson-Blount-St. Clair Mental Health/Mental Retardation Authority,Supportive Housing Program,PSH,,019073,C,SMF,,TRUE,,,20,,20,20,,20,,,,,,,,,19,20
130044,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Jefferson-Blount-St. Clair Mental Health/Mental Retardation Authority,TH for SMI,TH,F,010228,C,SMF,,FALSE,,,53,,53,,,0,,,,,,,,,47,53
130033,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Jessie's Place,TH for Women with Children,TH,F,010228,C,HC,,FALSE,30,10,,,30,,0,,,,,,,,,,24,30
130036,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Jimmie Hale Mission,Emergency Shelter,ES,F,010228,C,SM,,FALSE,,,10,,10,,,0,,,0,0,,,0,,6,10
130045,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,King's Ranch/Hannah Home,TH for Women with Children,TH,F,019115,C,HC,,FALSE,33,10,,,33,,0,,,,,,,,,,27,33
130024,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Olivia's House,TH for Families,TH,F,010228,C,HC,,FALSE,16,5,,,16,,0,,,,,,,,,,16,16
130019,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Pathways Inc.,Safe Haven Shelter for Women,SH,,010228,C,SF,,TRUE,,,10,,10,,,10,,,,,,,,,10,10
130042,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Pathways Inc.,Southside Transitional Housing for Women and Children,TH,F,010228,C,HC,,TRUE,20,5,,,20,,20,,,,,,,,,,17,20
130025,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Pathways Inc.,TH for Single Women at Parson's Place,TH,F,010228,C,SF,,TRUE,,,15,,15,,,15,,,,,,,,,13,15
130034,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Pathways Inc.,TH for Women with Children at Woodlawn,TH,V,010228,C,HC,,TRUE,10,5,,,10,,10,,,,,,,,,,7,10
130028,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Pathways Inc.,TH for Women with Children/Apartments,TH,F,010228,C,HC,,TRUE,18,6,,,18,,18,,,,,,,,,,15,18
130037,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Safehouse,Emergency Shelter,ES,F,019117,C,SFHC,DV,TRUE,14,4,2,,16,,,,,16,,,,,,,16,16
130023,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Safehouse,TH for DV,TH,F,019117,C,SFHC,DV,TRUE,24,8,4,,28,,,,,28,,,,,,,21,28
130072,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Steps and Traditions,HCHV-RT- Steps and Traditions,ES,F,010228,C,SM,VET,FALSE,,,15,,15,,,0,,,,,,,,,15,15
130012,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Cooperative Downtown Ministries,Emergency Shelter,ES,F,010228,C,SM,,TRUE,,,50,,50,,,50,,,0,0,,,40,40,59,90
130016,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Cooperative Downtown Ministries,Firehouse Permanent Supportive Housing,PSH,,010228,C,SM,,TRUE,,,38,,38,32,,38,,,,,,,,,32,38
130013,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Cooperative Downtown Ministries,Firehouse Safe Haven,SH,,010228,C,SM,,TRUE,,,24,,24,,,24,,,,,,,,,22,24
130040,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Cooperative Downtown Ministries,Nashamah Transitional Housing,TH,F,010228,C,SM,,TRUE,,,70,,70,,,70,,,,,,,,,58,70
131594,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Cooperative Downtown Ministries,Phoenix Project,PSH,,010228,N,SM,NA,TRUE,,,32,,32,30,,32,,,,,,,,,29,32
130047,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Salvation Army Birmingham Area Command,Men's Unit (Hold Over Pay Transient),ES,F,010228,C,SM,,FALSE,,,83,,83,,,83,,,0,0,,,0,,76,83
130020,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Salvation Army Birmingham Area Command,Salvation Army Transitional Housing,TH,F,010228,C,HC,,TRUE,36,13,,,36,,36,,,,,,,,,,17,36
130054,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Salvation Army Birmingham Area Command,Veteran's Dorm,ES,F,010228,C,SM,VET,FALSE,,,20,,20,,,20,,,0,0,,,0,,15,20
130049,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Salvation Army Birmingham Area Command,Women & Children's,ES,F,010228,C,HC,,FALSE,15,5,,,15,,15,,,,0,0,,,0,,18,15
130050,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,The Salvation Army Birmingham Area Command,Women's Unit,ES,F,010228,C,SF,,FALSE,,,31,,31,,,31,,,0,0,,,0,,36,31
130063,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Three Hots and a Cot,Clay House,TH,F,019073,N,SM,VET,FALSE,,,13,,13,,,0,,,,,,,,,13,13
130062,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,Three Hots and a Cot,St. Benedict's,TH,F,010228,N,SM,VET,FALSE,,,8,,8,,,,,,,,,,,,8,8
130041,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,University of Alabama at Birmingham,Permanent Supportive Housing for the Chronically Homeless,PSH,,010228,C,SMF,,TRUE,,,25,,25,25,,0,,,,,,,,,20,25
130053,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,University of Alabama at Birmingham,Permanent Supportive Housing for the Chronically Homeless III,PSH,,010228,C,SMF,,TRUE,,,25,,25,25,,0,,,,,,,,,22,25
130030,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,University of Alabama at Birmingham,Supportive Permanent Housing for the Chronically Homeless,PSH,,010228,C,SMF,,TRUE,,,25,,25,25,,0,,,,,,,,,9,25
130073,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,VA Hospital Birmingham,CWT-TR VA Transitional,TH,F,010228,C,SM,VET,FALSE,,,12,,12,,,0,,,,,,,,,8,12
130038,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,YWCA CENTRAL ALABAMA,Family Violence Center,ES,F,010228,C,SFHC,DV,TRUE,29,11,,,29,,,,,29,0,0,,,0,,27,29
130017,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,YWCA CENTRAL ALABAMA,Harbor Apartments,TH,F,010228,C,SF,,TRUE,,,5,,5,,,5,,,,,,,,,5,5
130039,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,YWCA CENTRAL ALABAMA,Interfaith Hospitality House,TH,F,010228,C,HC,,FALSE,33,6,,,33,,33,,,,,,,,,,22,33
130035,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,YWCA CENTRAL ALABAMA,Women & Children in Crisis: St. Clair County,TH,F,010228,N,SFHC,DV,TRUE,13,3,1,,14,,,,,14,,,,,,,13,14
130055,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1359,AL-500,2012,YWCA CENTRAL ALABAMA/Pathways Inc.,WOMEN AND CHILDREN IN CRISIS: A COLLABORATIVE RESPONSE,TH,F,010228,C,HC,,TRUE,21,6,,,21,,21,,,,,,,,,,19,21
103358,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,American Red Cross,American Red Cross,ES,V,010810,C,SMF+HC,,FALSE,,,10,,10,,,0,,,0,0,,,10,,0,20
103360,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Discovery Outreach,Discovery Outreach,TH,F,019033,C,SF,,FALSE,,,14,,14,,,0,,,,,,,,,12,14
103362,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Dream Center,Dream Center,TH,F,019059,N,SF,,FALSE,,,22,,22,,,0,,,,,,,,,22,22
103361,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Freedom House,Freedom House,TH,F,019077,C,SFHC,,FALSE,3,1,28,,31,,0,0,,,,,,,,,25,31
103371,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Independent Living Associates,Evergreen,PSH,,010810,C,SMF,,FALSE,,,20,,20,0,,0,,,,,,,,,19,20
103363,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Macedonia Church of Christ,MOM's Inc.,TH,F,010810,C,SM,,FALSE,,,56,,56,,,0,,,,,,,,,50,56
103372,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,NW AL Mental Health Center,Hamilton Manor,PSH,,019093,C,SMF,,FALSE,,,18,,18,0,,0,,,,,,,,,0,18
103373,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Cedar A,PSH,,010810,C,SM,,FALSE,,,3,,3,0,,0,,,,,,,,,3,3
103374,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Cedar Apartments,PSH,,010810,C,SMF,,FALSE,,,8,,8,0,,0,,,,,,,,,8,8
103364,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Colbeck Lodge,TH,F,010810,C,SMF,,FALSE,,,16,,16,,,0,,,,,,,,,15,16
103379,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Cypress Place,PSH,,010810,C,SMF,,FALSE,,,11,,11,2,,0,,,,,,,,,11,11
103376,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Franklin I,PSH,,010810,C,SM,,FALSE,,,2,,2,0,,0,,,,,,,,,2,2
103377,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Franklin II,PSH,,010810,C,SM,,FALSE,,,3,,3,0,,0,,,,,,,,,3,3
103380,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Hickory Trace,PSH,,010810,C,SMF,,FALSE,,,9,,9,1,,0,,,,,,,,,0,9
103365,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,RC Home,TH,F,010810,C,SM,,FALSE,,,3,,3,,,0,,,,,,,,,2,3
103366,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Sunrise Lodge,TH,F,010810,C,SM,,FALSE,,,12,,12,,,0,,,,,,,,,12,12
103378,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Riverbend Center for Mental Health,Tuscaloosa Street,PSH,,010810,C,SM,,FALSE,,,3,,3,0,,0,,,,,,,,,3,3
103369,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Safeplace Inc.,Franklin Co. Transition Home,TH,F,019059,C,SFHC,DV,TRUE,4,1,0,,4,,,,,4,,,,,,,3,4
103367,AL,Florence/Northwest Alabama CoC,952,AL-502,2012,Safeplace Inc.,Lauderdale Co. Transition Home,TH,F,019077,C,SFHC,DV,TRUE,3,1,0,,3,,,,,3,,,,,,,4,3
